,gid,Y,총인구,유소년인구,승용차_14시_19시,혼잡빈도강도합,혼잡시간강도합,학원,체육시설,횡단보도,아파트,삼거리,사거리,평균유동인구,신호등,횡단보도길이,주정차단속
316,다사588075,0,0,0,4026.67,449.96,594.91,0,0,0,0,0,0,2,0,0,0
317,다사588076,0,0,0,1498.58,316.08,377.99,0,0,0,0,0,0,0,0,0,0
318,다사588081,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
319,다사588093,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,다사588095,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0
321,다사588096,1,33,0,23267.32,124.4,201.76,0,0,0,0,0,0,40,8,0,0
322,다사588097,1,0,0,29084.95,160.6,299.54,0,0,0,0,0,0,2,0,0,0
323,다사588098,1,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0
324,다사588099,1,55,0,15990.85,180.67,262.89,0,0,0,0,0,0,0,0,0,0
325,다사588101,1,0,0,53041.76,140.88,256.41,0,0,0,0,1,0,0,0,0,0
326,다사588103,1,0,0,33580.19,820.82,1097.97,0,0,0,0,1,1,1,0,0,0
327,다사588104,0,6,0,17638.82,820.66,1097.11,0,0,6,0,0,1,0,0,1.627327572,0
328,다사588105,0,24,0,2405.88,69.03,105.97,0,0,0,0,1,1,0,0,0,5
329,다사588106,1,14,0,6116.97,180.69,311.14,0,0,2,0,1,0,2,0,0.723763801,2
330,다사588108,1,0,0,2530.15,12.36,47.55,0,0,0,0,0,0,1,0,0,0
331,다사588109,0,0,0,2530.15,12.36,47.55,0,0,0,1,0,0,2,0,0,0
332,다사588110,0,0,0,11916.42,112.83,222.46,0,0,1,0,1,0,7,0,0.438337534,1
333,다사588111,0,0,0,11916.42,112.83,222.46,0,0,1,0,1,0,1,0,0.388473214,0
334,다사588112,0,0,0,3795.45,19.76,45.01,0,0,0,0,0,0,7,0,0,0
335,다사588113,0,0,0,3795.45,19.76,45.01,0,0,0,0,0,0,0,0,0,0
336,다사589042,0,0,0,6461.49,151.56,171.56,0,0,0,0,0,0,2,0,0,0
337,다사589045,1,0,0,5900.14,197.91,199.19,0,0,0,0,0,0,0,0,0,0
338,다사589047,1,9,0,5900.14,197.91,199.19,0,0,0,0,0,0,0,0,0,0
339,다사589048,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,다사589049,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,다사589052,0,7,0,6060.55,48.46,90.65,0,0,0,0,0,0,1,0,0,0
342,다사589053,0,9,0,6060.55,48.46,90.65,0,0,0,0,0,0,0,0,0,0
343,다사589057,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,다사589058,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,다사589062,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
346,다사589063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,다사589065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,다사589067,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
349,다사589068,1,0,0,40601.21,892.65,1245.35,0,0,0,0,1,0,4,1,0,0
350,다사589069,1,0,0,29966.36,740.63,1013.15,0,0,0,0,1,0,3,1,0,29
351,다사589070,1,0,0,2471.9,283.52,348.16,0,0,0,0,0,0,4,1,0,0
352,다사589071,1,0,0,4946.13,355.24,532.6,0,0,0,0,0,0,12,2,0,0
353,다사589072,1,0,0,3702.44,220.22,355.6,0,0,0,0,0,0,2,2,0,4
354,다사589073,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
355,다사589075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
356,다사589076,0,0,0,631.79,200,200,0,0,0,0,0,0,0,0,0,0
357,다사589094,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0
358,다사589095,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,다사589096,1,0,0,2495.46,11.43,28.47,0,0,0,0,0,0,9,0,0,0
360,다사589097,1,0,0,57957.86,546.51,1086.98,0,0,2,0,0,1,15,3,0.688312373,0
361,다사589098,1,0,0,71511.25,798.02,1468.22,0,0,2,0,0,1,2,2,1.148490979,0
362,다사589099,1,0,0,36964.19,449.56,694.45,0,0,0,0,0,0,0,0,0,0
363,다사589100,1,0,0,35813.15,90.16,175.03,0,0,0,0,1,0,0,0,0,0
364,다사589101,1,0,0,34670.92,12.49,44.06,0,0,0,0,1,0,0,0,0,0
365,다사589102,1,0,0,1732.67,66.82,100.03,0,0,0,0,0,0,1,0,0,0
366,다사589103,1,0,0,1732.67,66.82,100.03,0,0,0,0,0,1,3,0,0,0
367,다사589111,0,0,0,3795.45,19.76,45.01,0,0,0,0,1,0,5,0,0,0
368,다사589112,0,0,0,3795.45,19.76,45.01,0,0,0,0,0,0,3,0,0,0
369,다사590046,1,0,0,5900.14,197.91,199.19,0,0,0,0,0,0,5,0,0,0
370,다사590047,1,0,0,24352.76,974.6,1052.17,0,0,0,0,0,0,0,1,0,0
371,다사590048,1,0,0,6060.55,48.46,90.65,0,0,1,0,0,0,2,0,0.16530912,0
372,다사590049,1,10,0,6060.55,48.46,90.65,0,0,0,0,0,0,0,0,0,0
373,다사590054,0,6,0,6060.55,48.46,90.65,0,0,0,0,0,0,0,0,0,0
374,다사590057,0,14,0,6060.55,48.46,90.65,0,0,0,0,0,0,3,0,0,0
375,다사590058,0,35,0,6060.55,48.46,90.65,0,0,0,0,0,0,2,0,0,0
376,다사590060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,다사590062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,다사590065,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,다사590066,0,9,0,2759.93,40.22,82.36,0,0,0,0,0,0,1,0,0,0
380,다사590067,1,0,0,12448.46,319.98,442.36,0,0,0,0,0,0,4,0,0,0
381,다사590068,1,6,0,47618.22,1020.11,1412.16,0,0,4,0,1,0,7,4,0.906672893,2
382,다사590069,1,0,0,47330.19,1263.41,1677.96,0,0,1,0,1,0,9,0,0.427923445,24
383,다사590070,1,0,0,6620.47,649.89,828.34,0,0,0,0,0,0,5,14,0,34
384,다사590071,1,0,0,7205.8,488.19,701.26,0,0,0,0,0,0,10,4,0,5
385,다사590072,0,0,0,5149.72,403.39,569.76,0,0,0,0,0,0,2,4,0,3
386,다사590073,0,0,0,625.57,194.8,198.74,0,0,0,0,0,0,4,0,0,0
387,다사590074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,다사590075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,다사590091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,다사590093,1,0,0,13016.44,0.28,5.08,0,0,0,0,1,0,0,0,0,0
391,다사590094,1,12,0,34497.63,180.14,209.71,0,0,0,0,1,0,0,0,0,0
392,다사590096,1,0,0,20788.92,159.1,288.89,0,0,0,0,0,0,4,0,0,0
393,다사590097,1,0,0,63150.29,545.74,1099.53,0,0,2,0,0,1,6,1,1.108341098,1
394,다사590098,1,0,0,82251.45,757.75,1396.21,0,0,2,0,0,1,6,3,0.749638055,0
395,다사590099,1,0,0,39995.75,265.59,459.58,0,0,0,0,0,0,1,0,0,0
396,다사590100,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
397,다사590101,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
398,다사590102,1,0,0,3704.49,165.38,216.62,0,0,0,0,0,0,11,0,0,0
399,다사590103,0,15,0,3704.49,165.38,216.62,0,0,0,0,0,0,2,0,0,0
400,다사590104,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0
401,다사591046,1,0,0,27620.31,1159.83,1245.43,0,0,0,0,0,0,8,0,0,0
402,다사591047,1,10,0,27620.31,1159.83,1245.43,0,0,2,0,0,0,6,6,0.405377033,0
403,다사591059,0,0,0,6060.55,48.46,90.65,0,0,0,0,0,0,33,0,0,0
404,다사591060,0,9,0,6060.55,48.46,90.65,0,0,0,0,0,0,1,0,0,0
405,다사591062,0,0,0,6060.55,48.46,90.65,0,0,0,0,0,0,4,0,0,0
406,다사591063,0,11,0,6060.55,48.46,90.65,0,0,0,0,0,0,1,0,0,0
407,다사591064,0,10,0,2759.93,40.22,82.36,0,0,0,0,0,0,0,0,0,0
408,다사591065,0,0,0,2759.93,40.22,82.36,0,0,0,0,0,0,2,0,0,0
409,다사591066,0,0,0,2759.93,40.22,82.36,0,0,0,0,0,0,1,0,0,0
410,다사591067,0,0,0,10037.81,327.83,443.55,0,0,0,0,0,0,3,0,0,0
411,다사591068,0,0,0,7670.97,417.87,541,0,0,0,0,0,0,1,3,0,0
412,다사591069,1,0,0,653.96,290.41,374.19,0,0,0,0,0,0,2,0,0,0
413,다사591070,1,0,0,2017.4,584.82,735.7,0,0,0,0,0,0,4,7,0,10
414,다사591071,1,0,0,5996.09,707.62,971.99,0,0,0,1,1,0,2,0,0,0
415,다사591072,0,0,0,4239.56,282.95,430.67,0,0,0,0,1,0,0,0,0,0
416,다사591073,0,0,0,625.57,194.8,198.74,0,0,0,0,0,0,0,0,0,0
417,다사591074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,다사591075,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
419,다사591087,1,0,0,36445.18,0.58,6.09,0,0,0,0,0,1,0,0,0,0
420,다사591090,1,0,0,15912.45,3.62,13.68,0,0,0,0,0,0,5,0,0,0
421,다사591091,1,0,0,30902.68,3.8,15.08,0,0,0,0,0,0,3,0,0,0
422,다사591092,1,0,0,45990.09,4.32,21.4,0,0,0,0,0,0,2,0,0,0
423,다사591093,1,168,35,45801.25,87.44,107.05,0,0,0,1,1,0,2,0,0,0
424,다사591094,1,182,33,35538.56,180.14,209.71,0,0,0,1,1,0,3,0,0,0
425,다사591095,1,0,0,21870.78,365.99,403.58,0,0,0,0,1,0,4,0,0,0
426,다사591096,1,215,30,13697.26,1.43,8.37,0,0,0,1,0,0,43,0,0,0
427,다사591097,1,1084,258,402.94,193.44,199.54,0,0,0,4,0,0,35,0,0,0
428,다사591098,1,399,80,32705.05,340.42,514.78,0,0,0,2,1,0,16,0,0,0
429,다사591099,1,0,0,48022.19,164.13,400.72,0,0,3,0,1,0,8,4,1.831417075,17
430,다사591100,1,0,0,4512.04,0,0,0,0,0,0,1,0,2,0,0,0
431,다사591101,1,0,0,2749.28,4.81,19.1,0,0,0,0,0,0,1,0,0,0
432,다사591104,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,다사591111,0,0,0,1666.19,2.93,11.96,0,0,0,0,0,0,4,0,0,0
434,다사592045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,다사592046,1,105,0,3267.55,185.23,193.26,0,0,0,0,0,0,0,0,0,0
436,다사592047,1,6,0,9039.92,615.76,652.06,0,0,0,0,0,0,2,0,0,0
437,다사592058,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
438,다사592059,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
439,다사592060,0,0,0,6060.55,48.46,90.65,0,0,0,0,0,0,0,0,0,0
440,다사592062,0,0,0,6060.55,48.46,90.65,0,0,0,0,0,0,1,0,0,0
441,다사592063,0,15,0,43315.79,1170.25,1377.05,0,0,0,0,0,0,3,4,0,0
442,다사592064,0,31,0,43315.79,1170.25,1377.05,0,0,0,0,0,0,4,0,0,0
443,다사592066,0,0,0,13904.05,332.28,416.14,0,0,0,0,0,1,0,0,0,0
444,다사592067,0,0,0,25436.78,571.14,767.79,0,0,0,0,0,1,0,0,0,0
445,다사592068,0,0,0,20521,476.44,674.87,0,0,0,0,1,0,2,3,0,0
446,다사592069,0,0,0,13820.12,332.21,482.13,0,0,0,0,1,0,0,0,0,0
447,다사592070,0,0,0,13820.12,332.21,482.13,0,0,0,0,0,0,0,3,0,0
448,다사592071,0,0,0,30507.23,446.15,852.19,0,0,2,0,1,0,0,0,0.988157705,1
449,다사592074,1,0,0,11678.19,70.07,227.03,0,0,0,0,0,1,4,0,0,0
450,다사592075,1,0,0,28080.67,19.49,109.58,0,0,0,0,0,1,0,0,0,0
451,다사592080,0,0,0,30088.41,70.33,152.99,0,0,0,0,1,0,0,2,0,18
452,다사592082,0,0,0,30283.84,1.43,10.24,0,0,0,0,1,0,0,0,0,0
453,다사592083,0,0,0,30283.84,1.43,10.24,0,0,0,0,0,0,0,0,0,0
454,다사592084,0,0,0,14778.43,0.1,0.37,0,0,0,0,0,0,0,0,0,0
455,다사592085,1,0,0,14778.43,0.1,0.37,0,0,0,0,0,0,3,0,0,0
456,다사592086,1,0,0,45506.27,4.07,18.58,0,0,0,0,0,0,3,0,0,0
457,다사592087,1,357,90,45506.27,4.07,18.58,0,0,0,2,0,1,5,0,0,0
458,다사592089,1,236,43,37060.54,143.46,164.54,0,0,0,1,1,0,21,0,0,0
459,다사592091,1,0,0,2123.76,174.68,202.55,0,0,0,0,0,0,5,0,0,0
460,다사592092,1,320,60,728.32,171.19,190.07,0,0,1,2,0,0,22,0,0.225464534,0
461,다사592093,1,397,72,728.32,171.19,190.07,3,0,0,3,0,0,7,0,0,0
462,다사592094,1,154,22,4928.51,186.13,198.95,0,0,2,1,1,0,6,6,0.889281639,18
463,다사592095,1,356,68,4928.51,186.13,198.95,0,0,0,3,1,0,14,0,0,0
464,다사592096,1,521,127,389.59,186.13,198.95,0,0,0,2,1,0,24,0,0,0
465,다사592097,1,289,45,20453.52,193.44,199.54,6,0,0,2,1,0,15,0,0,0
466,다사592098,1,0,0,27097.37,575.62,685.25,0,0,1,0,1,0,37,0,0.251618598,0
467,다사592099,1,0,0,62353.3,271.01,560.15,0,0,3,0,1,0,47,3,1.747430282,0
468,다사592100,1,70,0,50936.97,342.29,688.52,0,0,0,0,1,0,4,0,0,0
469,다사592101,1,25,0,8572.04,326.09,476.21,0,0,0,0,0,0,0,1,0,0
470,다사592102,1,0,0,6616.91,307.16,434.82,0,0,0,0,0,0,0,0,0,0
471,다사592111,0,0,0,16910.71,180.96,199.16,0,0,0,0,0,0,6,0,0,0
472,다사593045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
473,다사593046,0,0,0,5846.73,372.47,386.53,0,0,0,0,0,0,5,0,0,0
474,다사593047,1,0,0,5846.73,372.47,386.53,0,0,0,0,0,0,4,0,0,0
475,다사593051,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
476,다사593052,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
477,다사593053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,다사593058,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
479,다사593063,0,0,0,39067.66,1055.36,1207.44,0,0,0,0,0,0,2,0,0,0
480,다사593064,0,7,0,26634.93,830.7,932.72,0,0,0,0,0,0,1,0,0,0
481,다사593065,0,0,0,34061.14,681.49,811.72,0,0,0,0,0,0,0,0,0,0
482,다사593066,0,0,0,66206.35,1108.95,1396.99,0,0,3,0,0,1,2,5,1.023440554,0
483,다사593069,0,0,0,25697.3,64.14,193.4,0,0,0,0,1,0,0,0,0,0
484,다사593074,1,153,0,17922.91,70.13,227.3,0,0,0,0,0,1,0,0,0,0
485,다사593076,1,0,0,22533.89,19.34,108.18,0,0,0,0,0,0,0,0,0,0
486,다사593080,0,0,0,43254.3,5.6,35.42,0,0,0,0,1,0,3,0,0,23
487,다사593081,0,0,0,29143.58,4.58,28.46,0,0,0,0,1,0,2,0,0,0
488,다사593082,0,0,0,30283.84,1.43,10.24,0,0,0,0,1,0,1,0,0,0
489,다사593083,1,0,0,27794.83,0.62,5.86,0,0,0,0,0,0,0,0,0,0
490,다사593085,1,0,0,7665.65,0,0.01,0,0,0,0,0,0,1,0,0,0
491,다사593086,1,1035,210,5636.55,3.49,12.48,0,0,0,4,0,0,14,0,0,0
492,다사593087,1,295,59,5636.55,3.49,12.48,0,0,3,1,0,0,14,4,0.868441263,4
493,다사593088,1,591,119,0,0,0,7,0,0,2,0,0,9,0,0,0
494,다사593091,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
495,다사593092,1,200,44,728.32,171.19,190.07,0,0,0,1,1,0,11,0,0,0
496,다사593093,1,705,142,9440.69,195.71,322.34,0,0,0,2,1,0,12,0,0,0
497,다사593094,1,194,36,20314.48,51.39,231.37,0,0,3,2,1,0,3,2,1.375771018,0
498,다사593095,1,168,37,25454.96,200.62,415.84,0,0,2,1,1,0,12,2,1.099363002,0
499,다사593096,1,178,52,25043.51,306.82,528.62,0,0,2,1,1,0,0,3,1.142283207,0
500,다사593097,1,145,6,27130.87,487.15,739.55,0,0,4,0,1,0,9,4,1.831602357,83
501,다사593098,1,51,0,29727.99,976.92,1364.81,6,0,0,0,0,0,56,0,0,309
502,다사593099,1,107,0,45326.13,775.38,1251.17,0,0,3,0,1,0,34,10,1.197425934,250
503,다사593100,1,0,0,42350.85,311.1,644.43,0,0,3,0,1,0,34,7,1.482598346,0
504,다사593101,1,0,0,34699.57,434.27,745.26,0,0,0,0,1,0,0,1,0,0
505,다사593104,1,0,0,3485.26,317.4,397.22,0,0,0,0,0,0,0,0,0,0
506,다사593105,1,0,0,3485.26,317.4,397.22,0,0,0,0,0,0,0,0,0,0
507,다사593106,1,0,0,1657.07,115.71,136.53,0,0,0,0,0,0,0,0,0,0
508,다사593107,1,0,0,45645.39,652.4,674.35,0,0,0,0,0,0,0,0,0,0
509,다사593108,1,0,0,15244.52,178.03,187.2,0,0,0,0,0,0,1,0,0,0
510,다사593109,1,0,0,17904.25,219.37,292.86,0,0,0,0,0,0,0,0,0,0
511,다사593110,0,0,0,19570.44,222.3,304.82,0,0,0,0,0,0,1,0,0,0
512,다사594034,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,다사594035,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,다사594036,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,다사594037,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,다사594040,1,0,0,17738.57,343.64,423.59,0,0,0,0,0,0,0,0,0,0
517,다사594045,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
518,다사594046,1,0,0,6746.57,421.66,462.37,0,0,0,0,0,0,5,0,0,0
519,다사594047,1,0,0,9793.63,607.38,653.34,0,0,2,0,0,0,2,6,0.441798415,0
520,다사594049,1,0,0,3337.4,306.76,514.99,0,0,0,0,0,0,0,0,0,0
521,다사594050,1,361,51,3337.4,306.76,514.99,0,0,0,2,0,0,6,0,0,12
522,다사594051,1,858,120,677.88,89.42,167.84,1,1,0,7,0,0,12,0,0,19
523,다사594052,1,822,79,613.92,89.42,167.84,0,0,0,5,0,0,6,0,0,17
524,다사594064,0,0,0,26237.88,450.39,507.39,0,0,0,0,0,0,7,0,0,0
525,다사594065,0,0,0,42746.18,760.58,864.92,0,0,0,0,0,0,11,0,0,0
526,다사594066,0,0,0,29918.91,529.01,605.35,0,0,1,0,0,0,0,1,0.621126282,0
527,다사594080,1,0,0,6219.27,115.17,192.95,0,0,1,0,1,0,9,0,0.147245675,9
528,다사594081,1,1197,277,2970.35,111.93,178.11,0,0,0,5,1,0,10,0,0,0
529,다사594082,1,525,114,649.19,111.93,178.11,2,0,0,2,0,0,34,0,0,0
530,다사594083,1,439,94,649.19,111.93,178.11,0,0,0,2,0,0,2,0,0,0
531,다사594084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,다사594085,1,548,113,0,0,0,1,1,0,2,0,0,4,0,0,0
533,다사594086,1,283,30,5636.55,3.49,12.48,0,0,0,3,0,1,6,0,0,0
534,다사594087,1,451,83,6575.11,3.49,12.48,0,0,0,2,0,1,7,1,0,1
535,다사594088,1,451,58,938.56,0,0,0,0,1,3,0,1,4,0,0.167310189,0
536,다사594092,1,7,0,29630.85,434.48,628.42,0,0,2,0,1,0,22,3,1.063713398,0
537,다사594093,1,75,0,22347.11,2004.34,2219.68,0,1,3,0,1,0,7,4,1.298059598,0
538,다사594094,1,125,18,25768.12,2560.62,2846.58,0,0,0,0,1,0,4,2,0,0
539,다사594095,1,74,0,30418.28,2461.99,2759.73,0,0,1,0,1,0,8,1,0.166012707,0
540,다사594096,1,18,7,21013.1,1570.36,1817,0,0,3,0,1,0,6,0,0.700098997,0
541,다사594097,1,0,0,10128.51,678.7,1055.14,0,0,7,0,1,0,0,15,1.979958055,22
542,다사594098,1,0,0,13971.33,1069.97,1580.87,0,0,2,0,1,0,29,5,0.700912599,0
543,다사594099,1,0,0,9030.38,612.54,973.98,0,0,2,0,0,0,10,1,0.360109256,14
544,다사594100,1,0,0,24538.96,122.91,251.41,0,0,0,0,0,0,30,0,0,0
545,다사594101,1,0,0,44091.44,386.11,737.91,0,0,0,0,1,0,4,0,0,1
546,다사594104,1,0,0,3485.26,317.4,397.22,0,0,0,0,0,0,2,0,0,0
547,다사594105,1,0,0,21846.27,631.74,846.41,0,0,0,0,0,0,16,0,0,0
548,다사594106,1,0,0,102526.76,1750.27,2064,0,0,0,0,0,0,11,3,0,0
549,다사594107,1,0,0,102526.76,1750.27,2064,0,0,3,0,0,0,2,4,1.433311464,0
550,다사594108,1,0,0,50807.03,805.69,931.93,0,0,0,0,0,0,1,0,0,0
551,다사594109,1,0,0,2659.73,41.34,105.66,0,0,0,0,0,0,0,0,0,0
552,다사595033,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,다사595035,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,다사595036,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0
555,다사595045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
556,다사595046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,다사595047,1,0,0,8235.89,562.46,578.46,0,0,0,0,0,0,0,0,0,0
558,다사595049,1,0,0,2070.17,317.01,475.04,0,0,0,0,0,0,10,0,0,1
559,다사595050,1,498,69,2070.17,317.01,475.04,0,0,2,4,0,0,11,0,0.585929849,18
560,다사595051,1,824,144,613.92,89.42,167.84,15,0,0,4,0,0,5,0,0,19
561,다사595052,1,388,87,613.92,89.42,167.84,0,0,0,4,0,0,0,0,0,38
562,다사595064,0,0,0,41169.34,685.27,761.02,0,0,1,0,0,0,15,0,0.126896986,0
563,다사595065,0,8,0,41169.34,685.27,761.02,0,0,3,0,0,0,3,3,0.834946472,0
564,다사595074,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,다사595079,1,0,0,15927.89,83.3,203.68,0,0,0,0,1,0,2,0,0,0
566,다사595080,1,0,0,19752.63,317.92,561.65,0,0,0,1,1,0,20,1,0,1
567,다사595081,1,629,118,1130.27,286.29,376.02,0,0,0,3,0,0,20,0,0,0
568,다사595082,1,499,114,1130.27,286.29,376.02,0,0,0,3,0,0,7,0,0,0
569,다사595083,1,311,72,8161.41,111.93,178.11,0,0,0,2,0,0,1,0,0,0
570,다사595084,1,0,0,8759.07,385.45,548.5,0,0,0,0,1,0,2,0,0,0
571,다사595085,1,603,125,7826.4,273.52,370.39,0,0,5,2,1,0,14,9,1.628566923,1
572,다사595086,1,0,0,11094.06,406.97,532.93,0,0,1,2,0,1,16,0,0.229709021,0
573,다사595087,1,0,0,8741.04,286.21,349.6,50,2,4,0,0,1,3,8,1.12890051,195
574,다사595088,1,0,0,5233.08,121.69,157.61,0,0,0,0,0,1,3,0,0,0
575,다사595089,1,0,0,938.56,0,0,0,0,0,0,0,0,3,0,0,0
576,다사595090,1,0,0,5479.84,0,0,0,0,0,0,0,0,14,0,0,0
577,다사595092,1,6,0,17502.55,708.32,752.39,0,0,1,0,1,0,5,0,0.263476547,0
578,다사595093,1,88,14,6835.84,1808.64,1905.75,0,0,0,0,0,0,0,0,0,0
579,다사595094,1,86,7,8602.5,2912.6,3057.04,0,0,0,0,0,0,5,0,0,0
580,다사595095,1,111,16,11050.69,3150.4,3359.47,0,0,1,0,0,0,2,0,0.163742394,2
581,다사595096,1,43,0,9666.6,2218.64,2434.88,0,0,6,0,0,0,0,0,1.168524611,0
582,다사595097,1,0,0,6908.53,519.78,789.59,0,0,0,0,1,0,3,0,0,0
583,다사595098,1,0,0,2574.35,275.84,435.91,0,0,0,0,1,0,6,0,0,0
584,다사595099,1,0,0,6308.99,589.58,828.74,0,0,6,0,0,0,13,4,1.607298257,151
585,다사595100,1,0,0,55837.86,743.95,1254.7,0,0,1,0,0,1,16,1,0.41740359,30
586,다사595101,1,0,0,52429.4,389.32,796.26,0,0,6,0,0,1,0,8,2.922634931,1
587,다사595102,1,0,0,29637.25,278.87,544.39,0,0,0,0,0,0,0,0,0,0
588,다사595104,1,0,0,56567.57,740.55,889.45,0,0,0,0,0,0,2,0,0,0
589,다사595105,1,0,0,57535.2,835.49,1072.76,0,0,0,0,0,0,23,0,0,0
590,다사595106,1,0,0,35437.12,680.45,877.58,0,0,0,0,0,0,7,0,0,0
591,다사595107,1,0,0,7728.82,416.42,579.02,0,0,0,0,0,0,8,0,0,0
592,다사595108,1,0,0,2659.73,41.34,105.66,0,0,0,0,0,0,0,0,0,0
593,다사596047,1,0,0,6570.28,500.26,530.78,0,0,1,0,0,0,0,4,0.256427221,0
594,다사596048,1,0,0,6570.28,500.26,530.78,0,1,1,0,0,0,0,2,0.29050953,1
595,다사596049,1,0,0,893.75,111.42,135.62,0,0,0,0,0,0,1,0,0,0
596,다사596051,1,0,0,613.92,89.42,167.84,0,0,0,0,0,0,0,0,0,0
597,다사596054,1,182,40,993.38,355.5,390.85,0,0,0,1,0,0,0,0,0,0
598,다사596065,1,0,0,10324.73,136.29,154.29,0,0,0,0,0,0,3,1,0,0
599,다사596077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,다사596079,1,0,0,25820.22,228.63,458.71,0,0,1,0,1,1,9,1,0.132979615,0
601,다사596080,1,0,0,29243.35,399.31,777.72,0,0,3,0,1,1,32,5,1.750687463,0
602,다사596081,1,214,36,9767.63,467.73,696.78,0,0,4,3,0,0,12,7,1.30538786,0
603,다사596082,1,275,48,5942.89,233.11,338.81,0,0,4,1,0,0,6,6,1.356548352,0
604,다사596083,1,147,10,10767.24,233.11,338.81,0,0,0,1,0,0,0,0,0,0
605,다사596084,1,0,0,10797.75,273.52,370.39,0,0,0,0,1,0,3,0,0,0
606,다사596085,1,360,61,5648.74,273.52,370.39,0,0,1,2,1,0,8,2,0.211872587,2
607,다사596086,1,742,121,1330.3,164.52,191.99,0,0,0,3,0,1,18,0,0,0
608,다사596087,1,0,0,6753.5,508.5,571.9,58,3,2,0,0,1,10,0,0.48498774,775
609,다사596088,1,0,0,14364.95,425.46,507.13,0,0,0,0,0,1,8,0,0,0
610,다사596089,1,0,0,4541.28,0,0,0,0,0,0,0,1,3,0,0,0
611,다사596096,1,0,0,3972.32,760.87,855.93,0,0,0,0,0,0,5,0,0,0
612,다사596097,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,6
613,다사596098,1,338,20,2574.35,275.84,435.91,0,0,3,0,0,0,10,6,0.969339057,3
614,다사596099,1,0,0,5358.81,407.64,568.51,0,0,0,1,0,0,3,0,0,5
615,다사596100,1,0,0,4924.43,247.8,375.07,0,0,0,2,0,1,8,0,0,0
616,다사596101,1,0,0,45418.23,251.25,563.94,0,0,0,0,0,1,18,0,0,0
617,다사596102,1,0,0,33675.88,213.14,427.56,0,0,0,0,0,0,0,0,0,0
618,다사596103,1,0,0,22249.76,180.3,239.14,0,0,0,0,0,0,1,0,0,0
619,다사596104,1,0,0,56420.79,585.4,696.98,0,0,0,0,0,0,18,0,0,0
620,다사596105,0,0,0,56420.79,585.4,696.98,0,0,0,0,0,0,8,0,0,0
